,Y,Treatment,X1,Confounder
0,-10.667620943599628,0.0,-1.9285735953108687,0.0
1,2.503416447248037,0.0,0.46860345686109556,0.0
2,0.14596894838744046,0.0,0.25528884710535626,0.0
3,-4.283602114110197,1.0,-0.8684604866175538,0.0
4,0.3499606850294532,0.0,-0.1273274263737089,0.0
5,4.657999170527082,0.0,0.9259543606455922,0.0
6,4.757699213298326,1.0,0.7160133622257983,0.0
7,-6.121985456169968,0.0,-0.9070867390644239,0.0
8,2.473740770282894,0.0,0.575042717930923,0.0
9,4.848552254082052,1.0,0.3012745939654054,0.0
10,11.419257260158723,1.0,1.803357633334055,0.0
11,1.2147822097763967,1.0,-0.08249127475734719,0.0
12,-1.512652505502599,0.0,-0.1681258138068506,0.0
13,-0.21812668239833327,0.0,-0.06478775303881773,0.0
14,-5.429760943912212,1.0,-1.1764911105989366,0.0
15,4.492767096828904,1.0,0.22959211724013462,0.0
16,8.67089050422637,1.0,1.233540264517976,0.0
17,-8.456076789934706,1.0,-2.33008547847959,0.0
18,-7.836491440991139,1.0,-1.8545971539589992,0.0
19,-11.432550677908509,0.0,-2.457475886844235,0.0
20,9.783528502754738,1.0,1.4191247554186424,0.0
21,18.600835857929773,0.0,4.026780915243991,0.0
22,10.75362413816559,0.0,2.1209326874377403,0.0
23,9.458935013949924,1.0,1.4287647691456513,0.0
24,4.903971457261728,0.0,1.0957778242628349,0.0
25,6.992279576939162,1.0,1.070490142273723,0.0
26,7.91971099071571,0.0,1.4967051388365942,0.0
27,5.3104204728640925,0.0,1.0696676709754254,0.0
28,-3.0274182613967984,0.0,-0.40454038177414064,0.0
29,-6.879971221584464,0.0,-1.4942848616429572,0.0
30,-2.57282767643181,0.0,-0.5601290080554036,0.0
31,0.2962301663835198,0.0,0.009410301699436907,0.0
32,-1.8670586377334986,0.0,-0.39256437489424334,0.0
33,1.9592314027237723,1.0,-0.09795806559401019,0.0
34,9.765753290687654,1.0,1.6103510596694615,0.0
35,-1.8042981314074082,0.0,-0.1883079664020796,0.0
36,15.329361372173574,1.0,2.8142372421887965,0.0
37,6.045256137688979,0.0,0.9879362003061827,0.0
38,0.661414798094401,1.0,0.13582669015376353,0.0
39,-5.449819037301516,1.0,-1.598071950080556,0.0
40,-4.715898624606476,0.0,-0.6547199483983712,0.0
41,-3.6135147244530734,1.0,-0.8009328723229914,0.0
42,-1.6967913798285477,0.0,-0.13804456360650774,0.0
43,7.201450268239292,0.0,1.4917967786081516,0.0
44,-4.0302495456750655,1.0,-1.3521513985629192,0.0
45,-2.652417010343723,0.0,-0.1908031038363619,0.0
46,7.174447812964832,1.0,0.7000744534747241,0.0
47,8.414409118837236,1.0,1.0501370837337736,0.0
48,2.3605814589775695,0.0,0.498631010325815,0.0
49,2.732841357618902,0.0,0.6046174332462733,0.0
50,4.088218915802226,0.0,1.00835026668374,0.0
51,7.362984768186877,1.0,0.954988834875603,0.0
52,1.5905844008649663,0.0,0.3043565860245466,0.0
53,4.35797099125223,1.0,0.18918133736571724,0.0
54,5.4731960089775304,1.0,0.8318823247713291,0.0
55,6.266379330006118,0.0,1.1436870806330905,0.0
56,4.356616180745604,0.0,0.8785997437095638,0.0
57,-17.048805121313492,0.0,-3.2403577736537277,0.0
58,9.299144896346103,1.0,1.07936817094282,0.0
59,-1.6244611699690383,0.0,-0.38081331242980987,0.0
60,6.587790148100608,0.0,1.1935071293174278,0.0
